"","Gene","Correlation","P_value","SYMBOL","fdr"
"5996","105370409",-0.0440394651351689,0.614726615718126,"LOC105370409",0.749168406629059
"5997","105370410",0.120206572492046,0.168139389390975,"LOC105370410",0.307071408426771
"5998","105370411",-0.14020180137091,0.107488667839009,"LOC105370411",0.220670735231101
"5999","105370413",0.0144881362803208,0.868537198464873,"GZMH-AS1",0.924320954976772
"6000","105370414",-0.0919708730560954,0.29239542651992,"LINC02286",0.457316984843364
"6001","105370420",-0.148530375276991,0.0879625694553588,"LOC105370420",0.189119494634112
"6002","105370421",0,1,"LOC105370421",1
"6003","105370422",-0.0592256941375402,0.498297167300555,"LINC02300",0.654188908296068
"6004","105370423",-0.0963746709812536,0.269798586711167,"LINC02281",0.433004595623962
"6005","105370424",0.0367131175443962,0.674820640162902,"LINC02282",0.795249800790517
"6006","105370425",-0.140350930652973,0.107111434824432,"LINC02326",0.220090898180397
"6007","105370429",0.150383836543922,0.0840276497119142,"LOC105370429",0.182905774281002
"6008","105370431",-0.0136799933153691,0.875809578842723,"G2E3-AS1",0.929375656780583
"6009","105370436",0.20068496278886,0.0205483927944507,NA,0.0576008210595882
"6010","105370437",-0.122949022039804,0.158572707330203,"NUBPL-DT",0.29421204152696
"6011","105370438",0.000526177217931228,0.995204031010457,"LOC105370438",0.999060943810788
"6012","105370439",0.0324884514379865,0.71046144389208,"LINC02313",0.819907828421919
"6013","105370440",0.06508291439961,0.45670865769265,"LOC105370440",0.617562489986031
"6014","105370444",0.0249440324892656,0.775646017821397,"LOC105370444",0.864447254182532
"6015","105370447",0.598988241247984,2.6185356647446e-14,"LOC105370447",9.1389651052918e-12
"6016","105370449",-0.0220532547026558,0.801071626687166,"LOC105370449",0.881904932577603
"6017","105370452",0.000665593211598838,0.993933312027723,"LOC105370452",0.998369978073783
"6018","105370455",-0.0194315021779801,0.824313374383172,"LOC105370455",0.89724049895601
"6019","105370456",0.092178775215313,0.291301182423992,"LOC105370456",0.456057323847855
"6020","105370457",-0.0332191521061602,0.704249412531929,"LOC105370457",0.816893839977213
"6021","105370458",-0.513365978382612,2.6390308646509e-10,"SEC23A-AS1",1.20855949376195e-08
"6022","105370459",-0.401859777858724,1.63146002893761e-06,"LOC105370459",1.62445805309259e-05
"6023","105370460",-0.102097931671045,0.242244518721457,"LOC105370460",0.399515482626772
"6024","105370461",0.160204557135393,0.0654684774381016,"LOC105370461",0.149258945055195
"6025","105370467",0.0634939008817671,0.467796786006196,"LOC105370467",0.626589622641937
"6026","105370469",0.0303781723403879,0.728507682274607,"LRFN5-DT",0.83182039787509
"6027","105370474",0.00728522024331819,0.933672406349843,"PRPF39-DT",0.961927686227463
"6028","105370475",0.0954813461536554,0.274283889901528,"LOC105370475",0.43728642868401
"6029","105370476",0.0560026421018009,0.522003409885938,"LOC105370476",0.674363727184031
"6030","105370479",0.227662986236741,0.0084024218223709,"LINC02303",0.0267592640421217
"6031","105370480",-0.0374160487338984,0.668957235018162,"LOC105370480",0.790954499831045
"6032","105370482",-0.0725644581505909,0.406510642278762,"LOC105370482",0.570146652089453
"6033","105370485",-0.0470823606528241,0.590471107834039,"LOC105370485",0.730782383402218
"6034","105370489",-0.300543780989994,0.00043984289299507,"LOC105370489",0.00207327707707486
"6035","105370491",-0.127755370437836,0.142797817651279,NA,0.271545657382308
"6036","105370492",0.00524474689231305,0.952223463975084,NA,0.97231132923402
"6037","105370495",0.263888929986056,0.00214644866415989,"LOC105370495",0.00821607618435528
"6038","105370496",0.0181674357635416,0.835575269805079,"LINC02310",0.903116208204963
"6039","105370497",-0.0131229044309601,0.880828834565945,"LOC105370497",0.93290421046565
"6040","105370498",-0.10123545090804,0.246266638050476,"LINC02319",0.404634589542516
"6041","105370500",0.0434781362764673,0.619248027106102,"LOC105370500",0.752521169430065
"6042","105370502",-0.195637310809379,0.0240233222327422,"LOC105370502",0.0657029837456735
"6043","105370503",0.175646050177766,0.0431475969696643,"LINC02331",0.10637234925468
"6044","105370504",0.27253605675397,0.00150524278743288,"LOC105370504",0.00606487177787394
"6045","105370507",-0.146710395175977,0.0919679835681207,"LOC105370507",0.195755951928138
"6046","105370508",-0.239729453166232,0.00544853619777769,"LOC105370508",0.0184470199299007
"6047","105370509",-0.0310445298239611,0.722792629320558,"FBXO34-AS1",0.828547656539635
"6048","105370512",-0.0713878973676644,0.414181870055424,"LOC105370512",0.577510159533944
"6049","105370513",0.131863527217736,0.130283618667281,"LOC105370513",0.2545482416342
"6050","105370515",0.219562722345453,0.0111079646114769,NA,0.0341330560387513
"6051","105370516",0.0217782272841653,0.80350195727626,NA,0.883365567262072
"6052","105370518",0.151105664435735,0.0825338404798611,"SLC35F4-AS1",0.180210208426097
"6053","105370519",0.101465186879977,0.245190787574073,"LOC105370519",0.403331303473207
"6054","105370522",-0.0908576722271321,0.298300875411802,"TOMM20L-DT",0.463735814062383
"6055","105370524",-0.255254048958605,0.00302458318857113,"PCNX4-DT",0.0110806129826069
"6056","105370525",0.198497855063124,0.0219969142194416,"PRKCH-AS2",0.0609960431429125
"6057","105370526",0.271329139657135,0.00158277096314917,"HIF1A-AS3",0.00632955663420263
"6058","105370528",0.0634939008817671,0.467796786006196,"LOC105370528",0.626589622641937
"6059","105370529",-0.121318703470519,0.164209492156294,"LOC105370529",0.301459442804705
"6060","105370530",-0.11813977834895,0.175627412956135,"LOC105370530",0.316009252942618
"6061","105370531",0.00138270601499101,0.987397435998439,"LOC105370531",0.994322951150568
"6062","105370532",-0.0877152057939704,0.315393533862634,"LOC105370532",0.481787054077378
"6063","105370534",-0.127688295564669,0.143009450312553,"LOC105370534",0.271881957257053
"6064","105370537",0.117128612107364,0.179379215283068,NA,0.321304713477655
"6065","105370538",-0.0557059692013339,0.52421395280489,"LOC105370538",0.675680365872989
"6066","105370540",-0.0534468233040544,0.541201208200616,"LINC02290",0.689683884116639
"6067","105370542",-0.0862366768336967,0.323651354940499,"LOC105370542",0.490879307839053
"6068","105370543",-0.0205700983642914,0.814199773146245,NA,0.890944147803198
"6069","105370546",-0.1384577272433,0.111978028324356,"LOC105370546",0.22783158487496
"6070","105370547",0.0811813502817092,0.352927462489367,"LOC105370547",0.519935259321846
"6071","105370549",0.0363257994794931,0.67805978717237,"LOC105370549",0.797623554991936
"6072","105370550",0.248428189908808,0.003935151949645,"GALNT16-AS1",0.0139291019581968
"6073","105370556",0.291378712215406,0.000667063109606588,"LOC105370556",0.00298235497061974
"6074","105370557",0.025709473600916,0.768952051301013,"LOC105370557",0.860196842435183
"6075","105370560",-0.518308207806536,1.6590821879114e-10,"RBM25-AS1",8.33619033845073e-09
"6076","105370563",0.0358599846522516,0.68196320346501,"LOC105370563",0.800433156546562
"6077","105370564",-0.0933750752712174,0.285057672278825,"LOC105370564",0.448804415313012
"6078","105370567",0.109612756005777,0.209126213311668,"LOC105370567",0.359561746969595
"6079","105370569",0.288706663962564,0.000751246762239334,"LOC105370569",0.00330305498591796
"6080","105370572",-0.112481294496482,0.197381478395,"LOC105370572",0.345003969511552
"6081","105370573",0.333946888544988,8.5550182099983e-05,"LOC105370573",0.000496599035102286
"6082","105370575",-0.0800995399547886,0.359401035293994,"LOC105370575",0.526433110317455
"6083","105370577",-0.00464705078643552,0.957662742158023,"LOC105370577",0.975701867651766
"6084","105370578",-0.269636818222189,0.00169760508195163,"LINC01629",0.00673516741620059
"6085","105370579",0.214587299725034,0.0131254749934086,"LOC105370579",0.0393906814700809
"6086","105370583",0.0752963437553301,0.389025107818621,"LOC105370583",0.555013617677891
"6087","105370588",-0.0382216756081972,0.662261683994793,"LOC105370588",0.786620061885775
"6088","105370589",0.0788417050818332,0.367020015164969,"LOC105370589",0.533713902257042
"6089","105370593",-0.0444650014069876,0.611308595513834,"LOC105370593",0.745989981334438
"6090","105370594",0.0296101732209182,0.735113005407108,"LOC105370594",0.836473216237951
"6091","105370596",-0.0725644581505909,0.406510642278762,NA,0.570146652089453
"6092","105370598",0.194388880496517,0.0249566665144188,"LOC105370598",0.0677471127355552
"6093","105370601",-0.0833202640043816,0.340344346899981,"LOC105370601",0.507420782822175
"6094","105370608",-0.0536057954926583,0.539997013723822,"LOC105370608",0.688620807193348
"6095","105370610",-0.204524841338881,0.0182036248616173,"LINC02296",0.0519811385013738
"6096","105370611",-7.42876176173471e-05,0.999322883665873,"LINC02330",1
"6097","105370614",0.157199666333458,0.0707537568430877,"LOC105370614",0.159087994160411
"6098","105370615",-0.0596091868632224,0.495514672105312,"LOC105370615",0.651697122900584
"6099","105370616",-0.275274046996069,0.00134202391181518,"LOC105370616",0.00549538654071188
"6100","105370617",-0.291536843198458,0.00066236386374146,"LOC105370617",0.00296439817950112
"6101","105370618",-0.00793673761022088,0.927756119445954,"LOC105370618",0.958336404023617
"6102","105370622",0.0376920087900505,0.666660770981563,"LOC105370622",0.78976005869175
"6103","105370623",-0.244621822604497,0.00454352792172545,"LINC02321",0.0157628138299392
"6104","105370624",-0.208331940419092,0.0161111499390568,"LOC105370624",0.0468545005466941
"6105","105370625",-0.141727457325373,0.103678181420892,"CCDC88C-DT",0.214766573984199
"6106","105370627",-0.0839026547366208,0.336968014565405,"LOC105370627",0.50394729323097
"6107","105370635",0.0411429588904074,0.638209209705468,"LOC105370635",0.768130701212229
"6108","105370639",-0.00194837285577114,0.982242429943719,"LOC105370639",0.991268617510888
"6109","105370640",-0.177991726476286,0.0403915899392973,"LOC105370640",0.100776849727394
"6110","105370643",0.0733764863296043,0.401265420949569,"LOC105370643",0.566721600656155
"6111","105370647",-0.0987938697151957,0.257902783610169,"LOC105370647",0.41916787712641
"6112","105370658",-0.0371930455956873,0.670815246230509,"LOC105370658",0.79255782717524
"6113","105370661",-0.139191562393132,0.110071591797882,"LOC105370661",0.224683475814233
"6114","105370664",0.0219851703989186,0.801673089959027,"LOC105370664",0.882322622184542
"6115","105370667",-0.0158734752204418,0.856096570496516,NA,0.915433619648472
"6116","105370668",-0.159221842016428,0.0671603594311078,"LOC105370668",0.152445326028466
"6117","105370670",-0.254648295653617,0.00309692606503251,"LOC105370670",0.011311813250355
"6118","105370672",-0.148530375276991,0.0879625694553588,"LINC03117",0.189119494634112
"6119","105370676",0.119051064153313,0.172296057196452,"LINC02320",0.311553668870286
"6120","105370677",0.168039767906192,0.0531859978033472,"LOC105370677",0.126465500800902
"6121","105370679",0.0219034634799794,0.802395050099187,"LOC105370679",0.882687799637977
"6122","105370680",-0.222325214380841,0.0101097891602147,"LOC105370680",0.0314328740994073
"6123","105370681",0.109183419833341,0.210926229714156,"LINC02323",0.362037069545093
"6124","105370683",-0.0188891660418782,0.829140951191277,"LINC00677",0.899074381976583
"6125","105370685",-0.145128916301182,0.0955649187860909,"LOC105370685",0.201563457883617
"6126","105370687",-0.196237857918884,0.0235851080660206,"EIF5-DT",0.0647078071874996
"6127","105370688",-0.0330218577823493,0.705924804003521,"LOC105370688",0.817569981770207
"6128","105370689",-0.188165358761205,0.0300858705427687,"LOC105370689",0.0791123105492933
"6129","105370690",-0.115873817707485,0.184116449633911,NA,0.327392738606776
"6130","105370691",-0.03990881867176,0.648326526444735,NA,0.776369240400474
"6131","105370697",-0.114983363865221,0.187533299536758,"LOC105370697",0.332114842401492
"6132","105370698",-0.000368880101273267,0.996637743289871,"LOC105370698",0.999955244704926
"6133","105370705",-0.218767419750714,0.0114109280252703,"LOC105370705",0.03494096135998
"6134","105370706",0.0473413955044607,0.588426558214933,"LOC105370706",0.729150164972692
"6135","105370707",-0.0764850436978539,0.38156028179468,NA,0.547224651290372
"6136","105370708",-0.0273092039223402,0.755017402310763,"KIF26A-DT",0.850001770600928
"6137","105370714",-0.0056691558385602,0.948362490129798,"LOC105370714",0.969862333757243
"6138","105370721",-0.199665861784895,0.0212127799208912,NA,0.0591630998533872
"6139","105370726",0.0737972668335856,0.398563301965066,"LOC105370726",0.563962554869892
"6140","105370730",0.107712867567283,0.217175485183654,"LOC105370730",0.368660167251137
"6141","105370737",0.00580534375554869,0.947123797976865,"LINC02250",0.96937294785371
"6142","105370739",-0.0506571692921615,0.562545725362851,"LOC105370739",0.708008125953944
"6143","105370743",-0.0468222441881242,0.592527441127806,"LOC105370743",0.732289225862788
"6144","105370751",0.0210605395945179,0.809852731944902,"LOC105370751",0.887952057253573
"6145","105370752",-0.0608013720771764,0.48691721541445,"LOC105370752",0.643852038877786
"6146","105370753",0.192792805902836,0.0261949765268507,"LOC105370753",0.0704853629057184
"6147","105370754",0.0210605395945179,0.809852731944902,NA,0.887952057253573
"6148","105370756",0.376484766245884,7.95801692803977e-06,"LOC105370756",6.37025613872735e-05
"6149","105370757",0.000148202220125339,0.998649167765259,"SCG5-AS1",1
"6150","105370762",-0.0276377420066081,0.752165194275417,"LINC02252",0.848748908600065
"6151","105370763",0.0812671238497412,0.352417330689137,"LOC105370763",0.519506892065135
"6152","105370764",0.0308782692113722,0.724217156772945,"LOC105370764",0.829549645891099
"6153","105370765",0.0465963535814731,0.594315833549634,"LOC105370765",0.732536596759697
"6154","105370766",0.0848242342173096,0.3316689407012,"LOC105370766",0.499401244227474
"6155","105370767",-0.117963072748041,0.176278850091084,"LOC105370767",0.316957784903469
"6156","105370768",0.0555571632715462,0.525324505511161,"LOC105370768",0.675680365872989
"6157","105370769",-0.0534320048641977,0.541313523549383,"LOC105370769",0.689795579645772
"6158","105370770",0.165045469927381,0.0576340189928031,"LOC105370770",0.134808714901261
"6159","105370774",-0.0302237496617165,0.729834242483731,"LOC105370774",0.832741839224518
"6160","105370775",0.0850704874181511,0.330262051554428,"LOC105370775",0.497796660700404
"6161","105370776",0.073410470152595,0.401046784882934,"LOC105370776",0.566533475334607
"6162","105370777",0.321849471045787,0.000158258232061888,"LOC105370777",0.000851819795818825
"6163","105370780",0.193747583626608,0.0254480590191471,"LOC105370780",0.0688120456903029
"6164","105370781",0.269433503334631,0.00171189922823189,"LOC105370781",0.00678295062276009
"6165","105370783",0.279376394200158,0.00112751277498337,"LOC105370783",0.00472913517613517
