"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",180,-0.267810826238328,-1.18854160017268,0.0511449260327769,0.111184621810385,0.0655404086461215,3835,"tags=41%, list=31%, signal=29%","IMMT/HADHA/ACADVL/MRPL15/ALAS1/NNT/NDUFB8/GPI/TIMM9/MRPS30/SUPV3L1/POLR2F/UQCRH/SDHD/COX5B/NDUFS7/ACO2/NDUFB3/CASP7/ATP6V0B/ATP6V0C/TOMM22/NDUFA6/VDAC3/NDUFA9/POR/CYCS/DLST/NDUFS4/SLC25A6/GLUD1/HSD17B10/IDH3A/BAX/NDUFS8/NDUFB7/IDH3G/MTRR/ECHS1/RHOT2/ECI1/LDHB/MRPL34/OPA1/GOT2/BCKDHA/FH/NDUFS2/COX15/PMPCA/MDH2/IDH2/NDUFS6/TIMM50/OXA1L/TIMM13/SLC25A11/IDH3B/AIFM1/TCIRG1/UQCRC1/PHB2/UQCRFS1/SLC25A5/NDUFV1/CS/TIMM10/ETFA/COX7A2/CYC1/COX8A/TIMM8B/MRPL35"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",80,0.393857945813032,1.35510846277263,0.0534682080924856,0.111392100192678,0.0656627116925261,2193,"tags=28%, list=18%, signal=23%","IFI27/OAS1/IFI30/HERC6/C1S/TXNIP/SAMD9L/RTP4/SAMD9/IFIT3/IFIH1/STAT2/B2M/MX1/LPAR6/CSF1/EPSTI1/IFI44/LGALS3BP/IL7/HLA-C/TMEM140"
"HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PANCREAS_BETA_CELLS",14,0.597338056538234,1.4447259723258,0.0669014084507042,0.133802816901408,0.0788732394366197,2713,"tags=43%, list=22%, signal=34%","PCSK1/DPP4/STXBP1/AKT3/VDR/SRP14"
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",111,0.348608888298489,1.27531188644837,0.0763888888888889,0.146901709401709,0.0865946918578498,1812,"tags=23%, list=14%, signal=20%","MSR1/ITGB8/IL6/PCDH7/ACVR2A/CD55/RNF144B/INHBA/PTPRE/BEST1/TLR3/RTP4/TIMP1/ABCA1/OSMR/KCNJ2/IFNGR2/F3/TNFSF9/CSF1/IFNAR1/TNFRSF1B/IL1B/OLR1/SLC31A2/MXD1"
"HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE",28,0.491836481299997,1.39985497232871,0.0870253164556962,0.161157993436474,0.0949983961309744,1823,"tags=32%, list=15%, signal=28%","PCSK9/MDGA1/RTN4RL1/EFNA5/APP/SRPX/TMEM8B/GSTM3/B4GALT1"
"HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS",153,0.315666695513113,1.20695849420891,0.120779220779221,0.215677179962894,0.127136021872864,2540,"tags=30%, list=20%, signal=24%","VCAN/GPC4/MXI1/DCN/ANGPTL4/AK4/TGFBI/VEGFA/IDUA/IGFBP3/PPFIA4/TGFA/PLOD2/IRS2/P4HA1/IER3/VLDLR/SPAG4/STC2/EFNA3/CHPF/ZNF292/CTH/SDC2/HOMER1/DDIT4/P4HA2/SRD5A3/PAM/NDUFV3/HK2/SOX9/FAM162A/COL5A1/KDELR3/B4GALT1/IL13RA1/PMM2/TPST1/PRPS1/MPI/GYS1/PGK1/AGL/HDLBP/PDK3"
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",143,0.315804644694416,1.19810150416185,0.130952380952381,0.219298245614035,0.12927054478301,2687,"tags=27%, list=21%, signal=21%","CDH8/CALB2/VCAN/ADAMTS5/PCDH1/ICAM2/TGFBI/FBN1/CERCAM/CLDN11/MMP2/ADAM23/SKAP2/ARHGEF6/PARD6G/LAMC2/ITGB1/THBS3/TMEM8B/AKT3/AMIGO1/SORBS3/B4GALT1/AMIGO2/LAMA3/PARVA/INSIG1/GNAI1/NFASC/BMP1/NEGR1/PKD1/ADAM9/NLGN3/MYL12B/PTEN/PTK2/INPPL1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",142,0.313361536849074,1.18945599022925,0.131578947368421,0.219298245614035,0.12927054478301,2806,"tags=31%, list=22%, signal=24%","DEPTOR/CALB2/SLC24A3/CYP26B1/IL6ST/FOS/CELSR1/BHLHE40/TIAM1/KLF4/TPD52L1/PTGES/SLC1A1/SYBU/MUC1/SH3BP5/STC2/SLC1A4/DHRS3/PDZK1/KCNK15/EGR3/NRIP1/UGCG/DYNLT3/INHBB/B4GALT1/ABAT/SLC39A6/KLF10/SLC19A2/GJA1/OLFM1/KDM4B/CLIC3/MREG/SVIL/PODXL/SLC16A1/RPS6KA2/MYOF/RAB31/MAST4/SLC7A5"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB",166,0.307125074874001,1.18197103692513,0.149156939040208,0.240575708129367,0.141813049002574,2290,"tags=27%, list=18%, signal=22%","EGR2/SLC16A6/IL6ST/FOSB/IL6/SERPINB2/FOS/BHLHE40/VEGFA/SIK1/INHBA/KLF4/PTPRE/IRS2/IER3/TSC22D1/MSC/PLK2/ABCA1/IFIH1/ATF3/CEBPD/MAFF/IFNGR2/F3/TNFSF9/CSF1/EGR3/GFPT2/IL1B/OLR1/DNAJB4/MXD1/B4GALT1/GADD45B/KLF10/SLC2A3/ZFP36/CCNL1/EIF1/B4GALT5/ID2/SERPINE1/TNFAIP8"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",139,0.308136148823935,1.16273883752928,0.168449197860963,0.263201871657754,0.155150576977202,2614,"tags=29%, list=21%, signal=24%","CCND2/SPP1/PTH1R/NDRG1/BHLHE40/TIAM1/CAPN3/P4HA1/S100A1/MUC1/COL6A1/ANXA4/DHRS3/ITGAV/ECM1/MAP6/MAFF/CSF1/HK2/SMPDL3A/CTSZ/TNFRSF1B/CDKN1C/GABARAPL1/TTC39B/MXD1/NCOA3/SPRED2/MYO1E/SLC39A8/GADD45B/SLC2A3/EMP1/PENK/HUWE1/SCN9A/SNX14/BMPR2/PTCH1/RGS16/IFNGR1"
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",133,0.307208977325123,1.1520307535296,0.20297699594046,0.307540902940091,0.181287269101527,2647,"tags=31%, list=21%, signal=25%","CCND2/TGFB2/LUM/SATB1/DCN/IL6/TIMP3/TXNIP/MMP2/IER3/LGALS3/TIMP1/GPX3/ERBB3/APP/ATF3/CTH/PDCD4/IGFBP6/EGR3/BCL10/DNAJC3/ANKH/FEZ1/IL1B/ROCK1/HMOX1/BNIP3L/GADD45B/TGFBR3/RETSAT/EMP1/CAV1/PEA15/GSN/XIAP/FAS/CDKN1A/IFNGR1/NEDD9/PTK2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PI3K_AKT_MTOR_SIGNALING",86,-0.276360406041811,-1.09383949637558,0.256666666666667,0.377450980392157,0.22249742002064,3392,"tags=38%, list=27%, signal=28%","CAB39/PPP2R1B/CFL1/PIK3R3/CSNK2B/RPTOR/UBE2D3/TRAF2/ARF1/PRKAA2/MAPKAP1/MYD88/PLCG1/ECSIT/PPP1CA/MAP2K3/CDKN1B/HRAS/NFKBIB/EIF4E/UBE2N/AKT1/EGFR/CDK4/PIN1/ARHGDIA/PAK4/MAP3K7/CAMK4/CDK2/E2F1/RPS6KA1/CDK1"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING",31,0.394993234375583,1.14805390471154,0.269230769230769,0.382749734727907,0.225620896260661,2557,"tags=29%, list=20%, signal=23%","CCND2/AXIN2/NCSTN/FZD1/JAG2/GNAI1/RBPJ/ADAM17/PTCH1"
"HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM",130,0.29644881669931,1.10796494715746,0.275579809004093,0.382749734727907,0.225620896260661,2834,"tags=26%, list=23%, signal=20%","CD36/AKR1C3/TGFB2/PTGDS/GAD1/CFB/SPINT2/PDK4/MAN1A1/PTGES/F10/AKR1C2/PROS1/CYP2E1/RBP4/ACOX2/GABARAPL1/HMOX1/LPIN2/SLC46A3/APOE/RETSAT/TPST1/ID2/SERPINE1/BPHL/DHRS7/ETFDH/FAS/PYCR1/EPHX1/ACOX1/ASL/IDH1"
"HALLMARK_HEME_METABOLISM","HALLMARK_HEME_METABOLISM","HALLMARK_HEME_METABOLISM",145,0.28260493141274,1.07545809237423,0.326771653543307,0.423039976354097,0.249370933429784,3852,"tags=37%, list=31%, signal=26%","MXI1/CLIC2/ASNS/ALDH6A1/RHCE/SNCA/FTCD/DAAM1/BACH1/OPTN/LAMP2/RIOK3/ABCG2/P4HA2/ACP5/MOSPD1/ERMAP/NFE2L1/HEBP1/LPIN2/TRAK2/YPEL5/BPGM/BNIP3L/ATP6V0A1/SDCBP/TFDP2/SLC6A9/DCAF10/GDE1/SLC7A11/ISCA1/EZH1/TNS1/MKRN1/KLF3/CTSB/C3/PPP2R5B/SIDT2/GAPVD1/NEK7/AGPAT4/NARF/SEC14L1/MGST3/ATG4A/MINPP1/ARL2BP/BTRC/LRP10/USP15/MBOAT2/CAST"
"HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM",74,0.317606917722282,1.07448224753896,0.328928046989721,0.423039976354097,0.249370933429784,1501,"tags=16%, list=12%, signal=14%","ABCA6/ABCA9/NR3C2/BMP6/CH25H/ABCA1/OPTN/ABCA5/HSD3B7/PFKM/SCP2/SLC22A18"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS",63,0.321380971978405,1.07418294355963,0.329971181556196,0.423039976354097,0.249370933429784,3421,"tags=44%, list=27%, signal=32%","CBS/CPEB2/LGALS3/ATF3/LGMN/TP53INP1/S100A11/STARD4/LSS/SREBF2/HMGCS1/SQLE/SCD/ANXA5/GNAI1/ABCA2/PDK3/ALDOC/GSTM2/LDLR/FDFT1/IDI1/CYP51A1/TRIB3/CLU/ANTXR2/GPX8/FADS2"
