"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_DN",65,-0.368056077733815,-1.15476393111594,0.254088050314465,0.362982929020665,0.191043646852982,2370,"tags=38%, list=19%, signal=31%","PTPRJ/MTHFR/MFSD6/PTGFR/NR4A2/MAST3/PLAG1/TENM2/TGM1/CLSTN3/EPHA5/C5/FGGY/CAMK1D/YPEL1/IDUA/BTG2/DTNB/THNSL2/HSD11B2/MX1/IGFBP2/ATP6V1B1/P2RX6/THRB"
"HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEDGEHOG_SIGNALING",21,-0.431544072745893,-1.10693494009318,0.335798816568047,0.419748520710059,0.220920274057926,1537,"tags=62%, list=12%, signal=54%","ETS2/NRP1/NF1/VLDLR/TLE1/TLE3/LDB1/DPYSL2/PML/AMOT/PTCH1/VEGFA/L1CAM"
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",131,-0.321533736264953,-1.09864066293399,0.312008978675645,0.419748520710059,0.220920274057926,2819,"tags=32%, list=22%, signal=25%","PHF3/BCKDHB/ATP2B1/IGF1R/GRK5/MGMT/F3/SDC2/FBLN5/LAMC1/MTA1/PTGFR/ERBB2/SLC22A18/CDKN1B/ATXN1/SFMBT1/MAP2K5/LTBP1/GCNT1/INPP4B/CITED2/SNAI2/PMP22/SCN8A/ATRX/ACVR2A/TFPI/ABCC1/NFIB/PPARG/PDGFRB/ADORA2B/SMAD3/CACNA1A/CDON/IGFBP5/RUNX1/TGFBR3/COL3A1/DBP/EFEMP1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",43,-0.376207830931882,-1.09670394842161,0.330175913396482,0.419748520710059,0.220920274057926,1350,"tags=21%, list=11%, signal=19%","FTL/ABCC1/SOD2/SBNO2/GPX4/MBP/JUNB/HHEX/LSP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",134,-0.319392173699842,-1.0897332463271,0.320541760722348,0.419748520710059,0.220920274057926,2022,"tags=24%, list=16%, signal=20%","ST6GALNAC2/ACOX2/NRIP1/FOXC1/CPE/CISH/RPS6KA2/PDCD4/TNNC1/MEST/CDH1/LAMC2/ZFP36/DUSP2/ALDH3B1/DNAJC12/HSPA4L/ASS1/BCL2/PGR/PLXNB1/IGFBP4/ISG20/FRK/MDK/PTGES/TPD52L1/ANXA9/IL6ST/SEMA3B/HR/FOS"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",142,-0.312062802714081,-1.07629004609995,0.334073251942286,0.419748520710059,0.220920274057926,2014,"tags=23%, list=16%, signal=20%","HK2/P4HA1/SLC2A3/MYO1E/FGL2/CD83/CISH/SWAP70/SLC1A5/NDRG1/COL6A1/PENK/SNX9/CAPN3/AHR/GPX4/PTCH1/SMPDL3A/PLSCR1/BCL2/GBP4/BATF3/PRKCH/MUC1/IFITM3/NFKBIZ/CSF1/SOCS2/PTH1R/FLT3LG/DHRS3/MAP3K8/PIM1"
"HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS",68,-0.342302457198304,-1.0810738814517,0.347117794486216,0.423314383519775,0.222797043957776,981,"tags=19%, list=8%, signal=18%","CNIH2/MAP7/HSPA4L/SCG5/GSTM3/CCT6B/HSPA2/ACE/HSPA1L/IL13RA2/SPATA6/SLC2A5/PCSK4"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS",62,0.268728737044797,1.03332496113726,0.370558375634518,0.441140923374426,0.232179433354961,2607,"tags=40%, list=21%, signal=32%","FABP5/ERRFI1/GLDC/ACAT2/PLAUR/EBP/CLU/FASN/TNFRSF12A/CYP51A1/HSD17B7/FDFT1/HMGCR/SCD/FADS2/DHCR7/FDPS/PMVK/ALCAM/STARD4/HMGCS1/IDI1/CHKA/MVD/SQLE"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",181,0.216260171830045,0.990589517147865,0.481927710843373,0.560381059120202,0.294937399536948,3285,"tags=30%, list=26%, signal=23%","ATP1B1/NDUFB6/MRPL35/COX17/COX7A2/ATP6V0B/NDUFA8/TIMM50/TIMM8B/NDUFS2/TIMM10/FXN/MDH2/ATP6V1D/IDH3A/SLC25A5/CYC1/MTRR/PMPCA/HTRA2/ATP6AP1/SLC25A12/NDUFB3/MTRF1/SLC25A4/ATP6V0C/HADHA/NDUFA9/RHOT1/IDH3G/SUCLA2/RETSAT/MRPL15/AIFM1/IDH3B/VDAC3/PDHB/CS/MPC1/HSPA9/TIMM13/LDHB/PDHA1/ATP6V1H/COX11/MRPS15/NDUFS3/HSD17B10/RHOT2/COX10/TIMM17A/VDAC2/UQCRFS1/SLC25A11/COX8A"
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",147,-0.279579909374797,-0.969015966520414,0.545654565456546,0.62006200620062,0.326348424316116,1320,"tags=12%, list=10%, signal=11%","EXOC4/VCL/NRXN2/CDH1/LAMC2/TNFRSF11B/CLDN11/ACTG2/ADAMTS5/MDK/ARHGEF6/CDH8/LAMA3/ITGB4/CDH3/SORBS3/ICAM1/VCAM1"
"HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE",29,-0.33261095902341,-0.909197137227837,0.597142857142857,0.663492063492064,0.349206349206349,2943,"tags=41%, list=23%, signal=32%","ADAM10/TMEM8B/AKAP7/SRPX/LYN/EFNA5/RTN4RL1/MDGA1/SLC34A3/GSTM3/SULF2/GAS1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",106,-0.259167157386896,-0.866015182884055,0.714119019836639,0.776216325909391,0.408534908373363,982,"tags=11%, list=8%, signal=11%","MTHFD2/NFYB/IGFBP1/CEBPB/VEGFA/CHAC1/ASNS/PSAT1/IFIT1/DDIT4/CCL2/ATF3"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING",33,-0.294718873298447,-0.820753240088826,0.734087694483734,0.78094435583376,0.411023345175663,2545,"tags=27%, list=20%, signal=22%","NOTCH1/GNAI1/DVL2/FRAT1/DLL1/AXIN2/PTCH1/JAG1/JAG2"
"HALLMARK_PEROXISOME","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME",79,-0.236147925993351,-0.764954342508008,0.847087378640777,0.882382686084142,0.464411940044285,1183,"tags=9%, list=9%, signal=8%","CRABP2/SOD2/SEMA3C/CEL/HSD11B2/DHRS3/ALDH1A1"
"HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",125,-0.213409041269666,-0.728652834067977,0.923595505617978,0.942444393487732,0.496023364993543,1802,"tags=28%, list=14%, signal=24%","HADH/GABARAPL1/SUCLG2/ETFDH/BPHL/HSDL2/ECH1/ALAD/SDHD/ACOT2/SERINC1/NTHL1/HCCS/UROS/SLC22A5/AUH/BCKDHB/GLUL/D2HGDH/GSTZ1/HSD17B11/PCBD1/ALDOA/ACADS/EPHX1/S100A10/ECI1/PTPRG/PSME1/CD36/CEL/UBE2L6/ACSS1/ALDH1A1/INMT"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",89,0.169398261221131,0.704478774962957,0.993975903614458,0.993975903614458,0.523145212428662,3163,"tags=29%, list=25%, signal=22%","TSPAN8/OCRL/CLCN3/YKT6/CLTC/TMED2/CAV2/RAB22A/ZW10/RER1/LMAN1/RAB14/GBF1/COG2/GLA/GOLGA4/ATP6V1H/SCAMP3/ANP32E/ARCN1/ARF1/PPT1/ARFGEF1/GOSR2/AP2M1/COPE"
