"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","log10padj","gene"
"ANP32A",340.395916537253,0.334379313992261,0.203612483649013,1.64223385521226,0.100541549020699,0.251805286511674,0.598935156361802,"ANP32A"
"ANP32B",1496.66809660237,0.008973975206093,0.148050733481612,0.0606141894407269,0.951666472764256,0.975294985329933,0.0108640087885558,"ANP32B"
"ANP32D",3.20132995712304,-0.492852646887429,1.39561832420971,-0.35314286029206,0.723981342342463,0.848571658986451,0.0713114771078586,"ANP32D"
"ANP32E",233.64888826945,0.339983632080275,0.214228380917441,1.58701489795275,0.112509270499694,0.27170236534863,0.565906580745207,"ANP32E"
"ANPEP",7195.94384264418,-0.0668364901433016,0.140083755064435,-0.477118064921651,0.633278051566108,0.79156712425135,0.101512251419555,"ANPEP"
"ANTXR1",1700.93843471058,-0.0455605638548371,0.12696558990741,-0.35884182389939,0.719713422608383,0.845703924153113,0.0727816542330358,"ANTXR1"
"ANTXR2",1195.26362225322,-0.782600756916348,0.273527863486045,-2.86113724189666,0.00422124274981885,0.0234649842809512,1.6295797323826,"ANTXR2"
"ANXA1",11542.9617385075,-0.29426779493484,0.0943263226692201,-3.11967843765909,0.00181048566301317,0.0118469726172608,1.92639261535795,"ANXA1"
"ANXA10",5.61200260715056,-0.674745706551242,1.27537910683386,-0.529055010338301,0.596767289620379,0.767623950241294,0.114851483525718,"ANXA10"
"ANXA11",1752.16478509882,0.445763108347869,0.142770831729934,3.12222813964604,0.0017948779055588,0.0117526349557037,1.92986475310028,"ANXA11"
"ANXA2",18837.0723438927,-0.168222602193369,0.115858612509862,-1.45196458467039,0.146511452834276,0.324024818804432,0.489421723568068,"ANXA2"
"ANXA2P1",9.93511725302239,0.0548137652875131,0.604954286154519,0.0906081112937389,0.92780398656726,0.961817235972871,0.0169074445414412,"ANXA2P1"
"ANXA2P3",4.64577098800324,-1.59836562014242,1.03996934832551,-1.5369353170995,0.124309149884574,0.290277939439517,0.537185968452641,"ANXA2P3"
"ANXA3",31.9596617584897,0.315744785138042,0.456116928346844,0.692245267638786,0.488783315254403,0.68578403635888,0.163812628585234,"ANXA3"
"ANXA4",1355.31885769312,-0.290990717379716,0.104639707820043,-2.78088235758604,0.00542113783028586,0.0284101709267944,1.5465261533823,"ANXA4"
"ANXA5",11486.2840463166,-0.58850934985616,0.103096014106094,-5.70836181164616,1.14068735615769e-08,3.18266459329662e-07,6.49720912730916,"ANXA5"
"ANXA6",5516.75694690983,0.071508772385839,0.139386165919308,0.513026324486434,0.607932906587598,0.775484630944126,0.11042680489396,"ANXA6"
"ANXA7",1719.99029642144,-0.334844406140706,0.151290020924341,-2.21326168173485,0.0268796097596269,0.0983643923711423,1.00716208648112,"ANXA7"
"AOX1",375.910179410684,-0.998911668194527,0.375763699198779,-2.65835063451965,0.0078524149218812,0.0384112486133557,1.41554157523324,"AOX1"
"AP1AR",33.6933737516129,-0.316516546365865,0.303032442493536,-1.04449722861808,0.296255400747181,0.508637623202806,0.293591518825963,"AP1AR"
"AP1B1",836.551415085431,0.593128800149257,0.121696880717669,4.87382089542037,1.0946023533744e-06,2.03897131784728e-05,4.69058888338727,"AP1B1"
"AP1G1",1138.00540740743,0.112858438872521,0.107906737684663,1.04588871180897,0.295612416655364,0.508003256853429,0.294133503407146,"AP1G1"
"AP1G2",100.316827198772,0.115152295452124,0.308546973181285,0.373208313356121,0.708993409292073,0.840428724329563,0.0754991126146811,"AP1G2"
"AP1M1",1290.24772275325,-0.251297016377582,0.191405723009863,-1.31290231256373,0.189215867543188,0.383564812877539,0.416161240589072,"AP1M1"
"AP1S1",814.384754683424,-0.0882488869470325,0.123991915800976,-0.711730973563501,0.476631383740267,0.676103125833619,0.169987056181685,"AP1S1"
"AP1S2",511.857481766841,0.576123901860767,0.17465570951205,3.29862621422644,0.000971591909151678,0.00716542144230863,2.14475826099777,"AP1S2"
"AP1S3",29.6143193572369,0.682101829341572,0.565738905833165,1.20568308509212,0.227939709494663,0.433602355939957,0.362908366762697,"AP1S3"
"AP2A1",1926.67297518267,0.00181100651131183,0.163063458880601,0.0111061455689953,0.991138760087954,0.995118622290623,0.00212514645467108,"AP2A1"
"AP2A2",1017.29528581376,-0.0901389918179114,0.1311019183325,-0.687548992145955,0.491736838821446,0.687997673340842,0.162413030451905,"AP2A2"
"AP2B1",1307.67881358149,-0.236966910521413,0.144012398955123,-1.64546186467775,0.0998746007719757,0.250834374973388,0.60061294695509,"AP2B1"
"AP2M1",8909.43796832525,0.0187009842272413,0.17639307204207,0.106018813611802,0.915567425207552,0.956238064306256,0.0194339726365284,"AP2M1"
"AP2S1",2332.4608982733,-0.030924914324436,0.203426225512164,-0.152020292597853,0.879170930489657,0.938130084890261,0.0277369364259294,"AP2S1"
"AP3B1",458.169382263355,-0.273332401422794,0.139370940836788,-1.96118645523734,0.049857276316243,0.153685231546655,0.813367864224102,"AP3B1"
"AP3D1",632.05729745934,0.349753909754164,0.192306268889674,1.8187337925776,0.068952053551507,0.193422783231218,0.713492371779225,"AP3D1"
"AP3M1",693.55187963617,0.0738978636064114,0.0996769278637339,0.74137380826419,0.458466820762576,0.661517443206918,0.179458699641812,"AP3M1"
"AP3M2",104.242939751219,-0.131037600405372,0.255147581168668,-0.513575710987236,0.607548664852409,0.775300437764789,0.110529970810863,"AP3M2"
"AP3S1",687.317298503706,-0.772045218613374,0.177510289246318,-4.34929840907456,1.36573764676164e-05,0.000189310457176917,3.72282539570975,"AP3S1"
"AP4E1",203.14703202671,-0.558728671768641,0.16081845918389,-3.47428196118802,0.000512222470151841,0.00419390211392584,2.37738171022689,"AP4E1"
"AP4M1",37.0981227613885,-0.225769692177835,0.320900999477068,-0.703549358044204,0.481713458421997,0.680387931701676,0.167243398236791,"AP4M1"
"APAF1",129.601125881961,0.486667565784082,0.285277630587716,1.70594366190392,0.0880185694583233,0.230126169333827,0.638033991713618,"APAF1"
"APBA1",84.771162319268,0.286125691914449,0.253942667633775,1.12673342601523,0.259855205415632,0.470038589428776,0.32786648570682,"APBA1"
"APBA2",32.1662222759278,0.598949017506671,0.713851252924658,0.839038966525266,0.40144744356375,0.613711894322854,0.212035459592517,"APBA2"
"APBA3",172.996499596412,-0.110288619181006,0.238545070921243,-0.462338705029954,0.643838447612335,0.79923501010651,0.0973255003037885,"APBA3"
"APBB1",409.68157289779,-0.449234389329787,0.15725585665415,-2.85671007037774,0.00428056642352164,0.0237541291671482,1.62426088630706,"APBB1"
"APBB1IP",108.35139015656,-0.814451724152067,0.447314929552428,-1.82075685461021,0.0686438254739323,0.192766094775825,0.714969350861885,"APBB1IP"
"APBB2",501.878844901049,-0.324715608097904,0.192035079732477,-1.69091818302294,0.0908524299938315,0.235311413302749,0.628357007740282,"APBB2"
"APBB3",25.8331519949941,-0.893898940240602,0.338519009733977,-2.64061667007435,0.00827552936360963,0.0399602900148521,1.3983713685093,"APBB3"
"APC",379.252531190474,-0.386674991919491,0.160047534175943,-2.41600093316285,0.01569202113113,0.0650805929017391,1.18654849917739,"APC"
"APCDD1",103.421486488662,2.4188062104593,1.35391292294117,1.78653011539679,0.0740134656048613,0.2032790620605,0.691907351808971,"APCDD1"
"APCDD1L",166.382105539554,0.144091617411336,0.472159169192365,0.305175938143502,0.760232157413223,0.870961186949223,0.0600011982292602,"APCDD1L"
"APEH",388.613861148631,0.0404096203536504,0.129774670875186,0.31138295386251,0.755509511080945,0.868151538937203,0.0614044605608568,"APEH"
"APEX2",48.0752562837463,-0.266929508554137,0.275727174809079,-0.968092857510205,0.332997996678092,0.546878862297404,0.262108862445448,"APEX2"
"APH1A",667.718221568307,-0.243077412153068,0.123433878849006,-1.96929250234791,0.048919511678819,0.151693653910805,0.81903258750047,"APH1A"
"APH1B",256.257422725564,-0.194854397263588,0.21198957752319,-0.919169704191104,0.358006814780946,0.571102863301843,0.243285662435345,"APH1B"
"API5",1095.61591867989,-0.0360559109954523,0.138070819124182,-0.261140704633782,0.793984002643561,0.889869839011428,0.0506735128304528,"API5"
"APIP",213.369274872359,0.304751160469896,0.1528727310911,1.9934958857266,0.0462071736136902,0.145663471011273,0.836649345465904,"APIP"
"APLF",122.673655235168,-0.467740103071625,0.204134556284173,-2.2913323034856,0.0219442016407169,0.0838875228183068,1.07630263004287,"APLF"
"APLN",7.2199930590923,-1.77730423489057,0.679633797865486,-2.61509101000056,0.00892036829336605,0.0422831310792364,1.37383286053002,"APLN"
"APLP1",175.743401986721,-0.995748876164207,0.250844785178255,-3.96958172942127,7.1998908163352e-05,0.000807704748869631,3.09274736369313,"APLP1"
"APOA1BP",449.395831786207,-0.0793774339335406,0.143354214645094,-0.553715383465059,0.579773645513567,0.756089963788104,0.121426526651937,"APOA1BP"
"APOBEC3B",14.5413508646831,3.43870440124853,0.773237698070699,4.44715048144759,8.70168820035506e-06,0.000128104552558646,3.89243543609476,"APOBEC3B"
"APOBEC3C",1129.65559423472,-0.043932061048647,0.155101619323722,-0.283246952805526,0.7769875382556,0.880152637428063,0.0554420052993932,"APOBEC3C"
"APOBEC3D",6.52559359754451,-0.289342098373218,0.691323270363771,-0.418533717548619,0.675556939704005,0.818912575593096,0.0867624596121039,"APOBEC3D"
"APOBEC3F",37.3399609557674,0.875315587106945,0.352910771319689,2.48027450064433,0.0131281272919078,0.0569088334535388,1.24482031669151,"APOBEC3F"
"APOC1",3.92289314672957,2.55968055757829,0.986906730845791,2.59363978132424,0.00949659268957033,0.0444473355470819,1.35215426825693,"APOC1"
"APOD",48.350442529717,0.337534867876368,0.29065911077031,1.16127399888421,0.245530489888085,0.454396566860831,0.342564958544901,"APOD"
"APOE",26.3771645967513,0.61390351361143,0.383787876320644,1.59959068925494,0.109689415315087,0.267275445638448,0.57304093766528,"APOE"
