"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","log10padj","gene"
"DRAM1",707.205051816247,-0.857395462775373,0.222746063360353,-3.84920590667544,0.000118501364804856,0.00411303912896854,2.38583715885594,"DRAM1"
"DRAM2",118.150470554445,-0.260119123979742,0.231654908711547,-1.12287335255062,0.261491286329476,0.698257859687778,0.155984167120233,"DRAM2"
"DRAP1",9121.46896366957,0.451994749635792,0.268892883266438,1.68094723871113,0.0927731632575513,0.444987146771414,0.351652533214275,"DRAP1"
"DRG1",693.562192651005,0.186050052269296,0.142464713937818,1.30593778014746,0.1915737174192,0.619647297970859,0.20785543974471,"DRG1"
"DRG2",134.668952723066,-0.064137369269982,0.201115062706048,-0.318908829637121,0.749795648573507,0.940979268309487,0.0264199448596443,"DRG2"
"DROSHA",449.23774847164,0.186421274386193,0.151819927475383,1.22791044289243,0.219480588885769,0.652179511258502,0.185632849024609,"DROSHA"
"DRP2",18.1701752376456,-0.14688813545242,0.413602902902293,-0.355142902580448,0.722482537174679,0.934826967032759,0.0292687679693747,"DRP2"
"DSCC1",23.0470289213142,-0.219087654826963,0.43145525617341,-0.507787659768148,0.611602264878145,0.899951778328223,0.0457807605240354,"DSCC1"
"DSCR3",743.027796945787,0.0394975665322715,0.14723900856719,0.26825477104627,0.788503218135626,0.952157032113272,0.0212914207791186,"DSCR3"
"DSEL",1227.95129717123,0.1726455890074,0.215847371943642,0.799850317623871,0.423797525798988,0.815509355682624,0.0885710522839977,"DSEL"
"DSG2",9.65833977452548,0.923566117838104,0.594592436888505,1.55327592572673,0.12035722912894,0.503109247859121,0.298337699654429,"DSG2"
"DSN1",161.257213714628,0.458626602279775,0.260300464744152,1.76191234514528,0.0780841084918017,0.411047761118926,0.386107712952919,"DSN1"
"DSP",2800.70720470671,0.440776952890156,0.15928732282983,2.76718162537673,0.00565432439101046,0.0840516575785956,1.07545371743999,"DSP"
"DST",1590.22512354066,-0.258125417427368,0.227287358311556,-1.13567872557849,0.256091047434109,0.694188684173638,0.158522469951558,"DST"
"DSTN",5865.14675956666,-0.229341376511263,0.232677121637406,-0.985663630774401,0.324298202053196,0.755095687566879,0.121998010027639,"DSTN"
"DSTYK",259.075679809995,0.0297577558166659,0.222349854263018,0.133833034949802,0.89353460406147,0.977987304876383,0.00966678269493276,"DSTYK"
"DTD1",275.184658361617,0.0778017310212709,0.167327141862517,0.464967787982634,0.641954524521667,0.912414609383141,0.0398077695114716,"DTD1"
"DTL",112.172378729703,0.893773502857326,0.195183374075009,4.57914772245842,4.6687439047708e-06,0.000294924552464371,3.53028907093435,"DTL"
"DTNA",16.9507366312879,-0.833733671740183,0.427545539521531,-1.95004647381708,0.0511705801073256,0.331110879637393,0.480026548970501,"DTNA"
"DTNB",26.2360271193968,-0.71421407643118,0.331860140374245,-2.1521538429585,0.0313852396176237,0.251599693736712,0.599289891877551,"DTNB"
"DTNBP1",145.643091036662,0.0476692395496524,0.210932824150381,0.225992515587178,0.821207241455984,0.962473724466823,0.0166111178972079,"DTNBP1"
"DTWD1",219.326899054689,-0.214463412155204,0.213315522036936,-1.00538118420688,0.3147133365275,0.746106406509769,0.127199230885759,"DTWD1"
"DTWD2",62.3265331356495,0.103758172619154,0.284672110950334,0.364483096966447,0.715497293693512,0.933201353416925,0.0300246400228669,"DTWD2"
"DTX2",105.227894977314,0.322724283364769,0.271753024277011,1.18756464338664,0.235004974443104,0.67160887082851,0.172883576193267,"DTX2"
"DTX3",158.021479357615,-0.218985157552649,0.217178885658095,-1.00831697744963,0.313302315178197,0.745109854281149,0.1277796929014,"DTX3"
"DTX3L",122.354656561401,-0.897744659392801,0.195693072238275,-4.58751374856903,4.48555896755159e-06,0.000285148528354285,3.54492886545802,"DTX3L"
"DTX4",9.23999998058548,-0.496506148743085,0.598527265714078,-0.82954641698858,0.406795282755885,0.807329448021536,0.0929492059706812,"DTX4"
"DTYMK",273.943594442689,0.154282184541323,0.193108101284979,0.798942061543244,0.424324008180159,0.815803176402021,0.0884146080515492,"DTYMK"
"DUS1L",61.4406783273562,0.0364546709743522,0.323678579578382,0.112626146042279,0.910326955388513,0.980985222993729,0.0083375345370931,"DUS1L"
"DUS2L",68.2174708605787,0.0678198261754122,0.282636716285948,0.239954055037909,0.810365874862149,0.95879912296556,0.0182723718968234,"DUS2L"
"DUS3L",131.239710909888,-0.0459338359246419,0.215826236622316,-0.212827859316398,0.831461232930596,0.965641591549336,0.0151840368301708,"DUS3L"
"DUS4L",15.5323825695444,-0.0436460432344288,0.431017466547923,-0.101262817917788,0.919341831433169,0.9822380294568,0.00778325523444138,"DUS4L"
"DUSP1",6601.67395675642,0.340315296251662,0.209545317146994,1.62406538540269,0.104361854544317,0.471737985800679,0.326299151612233,"DUSP1"
"DUSP10",195.281989546535,-0.140778791593053,0.217057972995379,-0.648576920028871,0.516611877570155,0.860951650339181,0.065021237141573,"DUSP10"
"DUSP11",281.681742816978,-0.218807658081055,0.175936027843171,-1.24367737957629,0.213618324488314,0.645453820407632,0.190134824287679,"DUSP11"
"DUSP12",219.876571951746,-0.017377123316751,0.202702069784806,-0.0857274093708026,0.931683112804656,0.984928829986948,0.00659515007156247,"DUSP12"
"DUSP14",1096.80995181639,0.241305341769208,0.125535935624622,1.92220132481235,0.0545804302014104,0.342048192045942,0.465912700770921,"DUSP14"
"DUSP16",70.0415521547656,-0.257107836212448,0.26459904616663,-0.971688446868155,0.331205566047787,0.759842387197091,0.119276483336789,"DUSP16"
"DUSP18",192.466528645859,0.353256281568804,0.259980482302519,1.35878000702279,0.174216310520367,0.594260017591992,0.226023488525732,"DUSP18"
"DUSP19",12.9361639687458,-0.571007053020769,0.459807707262074,-1.24183880348773,0.214296042692236,0.646161385053391,0.189658999211165,"DUSP19"
"DUSP2",56.014092637729,-0.615812035629406,0.309879283966948,-1.98726429126217,0.0468931165927165,0.316477439546496,0.499657243718298,"DUSP2"
"DUSP22",166.989237728684,-0.264565061740023,0.198336468538354,-1.33392040147605,0.182229944631154,0.607262493029869,0.216623541820281,"DUSP22"
"DUSP23",94.8990666847216,0.548069204929234,0.300633431528872,1.82304809595535,0.0682961067592591,0.384473544261993,0.41513353876586,"DUSP23"
"DUSP28",18.8355890035246,-0.157074608515198,0.398317132452345,-0.394345599819235,0.693325901366679,0.927419739318859,0.0327236647632406,"DUSP28"
"DUSP3",364.313591374506,0.391960304042251,0.194861785125384,2.01147856564099,0.0442749321181681,0.307853325471071,0.511656150742516,"DUSP3"
"DUSP4",146.551275064874,0.654439824547463,0.276419960091653,2.36755632382868,0.0179059943168021,0.179685728513485,0.745486415233674,"DUSP4"
"DUSP5",247.993750862902,0.266818669584248,0.199688715933723,1.33617299473649,0.181492735684726,0.60687179547052,0.21690304599306,"DUSP5"
"DUSP6",267.960220112229,0.25852596772448,0.244221289389685,1.05857260999048,0.289794466380207,0.726585292369027,0.138713397427915,"DUSP6"
"DUSP7",864.442914128029,0.44223537428189,0.17340132595394,2.55035751225662,0.0107612502803033,0.128869797195594,0.889848854937176,"DUSP7"
"DUSP8",52.2970984576808,-0.448691663789901,0.275619419956915,-1.6279392209012,0.10353777396924,0.470199941167283,0.327717429551203,"DUSP8"
"DUT",287.912226251796,0.0499804897016334,0.210996699001759,0.236878064624209,0.81275138763872,0.9588092253791,0.018267795965082,"DUT"
"DVL1",868.927121334806,0.535791382506999,0.225028730648912,2.38099100040224,0.0172661337703849,0.174932104294341,0.757130479610028,"DVL1"
"DVL2",115.98443148618,-0.34507585985309,0.305056961606076,-1.13118500242158,0.257977232981384,0.695461168457579,0.157727114119676,"DVL2"
"DVL3",563.218787345226,-0.168143564870552,0.175881069143444,-0.95600717967787,0.339068607176466,0.76607960208282,0.115726101190948,"DVL3"
"DYM",124.661153717467,-0.542197569927162,0.706974519216517,-0.76692660794626,0.443125152637706,0.826786398777937,0.0826066764379222,"DYM"
"DYNC1H1",829.066641714508,0.0592134670708232,0.162826153749138,0.363660663274353,0.716111421043985,0.933201353416925,0.0300246400228669,"DYNC1H1"
"DYNC1I1",4.4255809756376,0.347700949303516,0.779907363451056,0.445823395954303,0.655724820389761,0.917019172274937,0.037621584366872,"DYNC1I1"
"DYNC1I2",1327.83540999166,0.0583650150363335,0.12780332934012,0.45667836149251,0.647902246140237,0.915204771983715,0.0384817240834024,"DYNC1I2"
"DYNC1LI1",348.028069998686,0.130233719464949,0.287090120417282,0.453633581244997,0.650092579151525,0.916054328287572,0.038078768934952,"DYNC1LI1"
"DYNC1LI2",622.986022932487,-0.116038717164665,0.227777064856559,-0.509439864973848,0.610443939332303,0.899469309194329,0.0460136506340965,"DYNC1LI2"
"DYNC2H1",89.301998690565,-1.02256477808884,0.295002725781695,-3.46628925335949,0.000527695242036886,0.0137461890472042,1.86181768766448,"DYNC2H1"
"DYNC2LI1",112.576065793688,0.114598356910787,0.253233831146993,0.452539679993497,0.650880242342216,0.916054328287572,0.038078768934952,"DYNC2LI1"
"DYNLL1",4292.90080331431,0.0390224889520202,0.166083854889425,0.234956546366295,0.814242460120467,0.959541705158078,0.0179361445070391,"DYNLL1"
"DYNLL2",895.353392824852,-0.0417852053456547,0.186198388786996,-0.224412282071116,0.822436514679379,0.962990076594928,0.0163781881633881,"DYNLL2"
"DYNLRB1",1277.64462438833,-0.337009321252982,0.271623389200273,-1.24072276045602,0.214708183223565,0.646940898365494,0.189135392725637,"DYNLRB1"
"DYNLT1",1165.31091799513,0.100791089469667,0.128365866931627,0.785186061364369,0.432344486621802,0.820431106312095,0.0859578818926621,"DYNLT1"
"DYNLT3",691.456651348669,-0.0604086658888856,0.159485479953986,-0.378772198612152,0.704857034067011,0.930118455032979,0.0314617384447809,"DYNLT3"
"DYRK1A",281.081195825368,0.0261113843917285,0.205895988309532,0.126818325146162,0.899084191475637,0.977987304876383,0.00966678269493276,"DYRK1A"
"DYRK1B",126.09164406139,-0.211246313556611,0.220084058786128,-0.959843773882303,0.337133847666662,0.764375279065453,0.116693367063218,"DYRK1B"
"DYRK2",18.426298311402,0.112328454784042,0.46982240401026,0.239087054651377,0.811038079619359,0.95879912296556,0.0182723718968234,"DYRK2"
"DYRK3",211.289692820669,0.10710267990514,0.214044502070087,0.500375757701403,0.616810519795515,0.90112302410089,0.0452159137480548,"DYRK3"
"DYX1C1",16.7003920636786,-0.209514580232124,0.446969742042454,-0.468744437318586,0.639252319633232,0.911753647126468,0.0401224907794876,"DYX1C1"
"DZANK1",15.0145530249635,-0.195048477034262,0.472552575897808,-0.412755081619621,0.679786064295622,0.923383452033326,0.0346179127121132,"DZANK1"
"DZIP1",431.80862877341,0.0922709386547642,0.179227071163385,0.514827018350645,0.606673903374858,0.899244418522279,0.046122249102999,"DZIP1"
"DZIP3",159.084045651653,-0.290420458791101,0.196691180819179,-1.4765301503685,0.139801627439181,0.541732764044603,0.266214897450504,"DZIP3"
"E2F1",220.633671480665,0.675754006257025,0.178290168552452,3.79019220040853,0.000150530761796265,0.00501795684573619,2.29947307792361,"E2F1"
"E2F2",6.62741748481748,-0.164088324596439,0.647965350776941,-0.253236263944808,0.800085644990026,0.955323886098099,0.0198493633922009,"E2F2"
"E2F3",221.008801335563,0.172058310917646,0.3110765612705,0.553105994919466,0.580190831866431,0.891851924784096,0.0497072460582548,"E2F3"
"E2F4",450.246086185362,0.0960309086286908,0.208879232250248,0.459743688226701,0.645700206958613,0.914200968173496,0.0389583231121177,"E2F4"
"E2F5",30.3851816760937,-0.316767511062057,0.33896864088304,-0.934503882827783,0.350044034025227,0.771519195380251,0.112653264229459,"E2F5"
"E2F6",91.3967605842148,0.340961273834253,0.267272045657995,1.27570869970649,0.202058512108931,0.632603211782274,0.198868607463328,"E2F6"
"E2F7",58.2239372643007,1.12994357303636,0.27193847230174,4.1551442260902,3.25082417389258e-05,0.00143104225132261,2.84434754356701,"E2F7"
"E2F8",11.6402714749941,-0.202144950995216,0.492993409780217,-0.410035807751132,0.68177968048449,0.923688682209467,0.0344743776763582,"E2F8"
"E4F1",191.351630938134,0.0733493435246805,0.244090012139421,0.300501208065754,0.763794875080556,0.944490084261717,0.0248025971630323,"E4F1"
"EAF1",272.297445651152,0.327965824050459,0.190501029441892,1.72159607226951,0.0851427151988278,0.427710959770175,0.368849621132652,"EAF1"
"EAPP",199.455199952776,-0.516633016430597,0.305346811858531,-1.69195484074665,0.0906545843631415,0.441043052035903,0.355519015182867,"EAPP"
"EARS2",287.168065741806,0.172337687231782,0.263463891628327,0.654122605441894,0.513032818718577,0.860087886730636,0.0654571687890186,"EARS2"
"EBAG9",92.9293074279546,0.337731479904478,0.315382742760331,1.07086227023249,0.284231362787146,0.721659774407718,0.14166750176837,"EBAG9"
"EBF1",268.047107301822,-0.627473892333494,0.204627577721289,-3.06641900041517,0.00216639496370123,0.041675901796766,1.38011499399253,"EBF1"
"EBF2",301.431289123424,-0.392010830097581,0.21255556061528,-1.84427464030033,0.0651431253681078,0.374461581149637,0.426592733239841,"EBF2"
"EBF3",181.037648424101,-0.0954544113127811,0.17719989027382,-0.538682112981444,0.590106217980646,0.894254762860439,0.0485387380914913,"EBF3"
"EBLN2",6.51967657733861,-1.20951505466175,0.604404778452653,-2.0011672603884,0.045374367902464,0.310826167954709,0.507482425778665,"EBLN2"
"EBNA1BP2",2397.9808333373,0.474275797188612,0.161063835361933,2.94464487402059,0.00323325536684104,0.056655961587614,1.24675438503479,"EBNA1BP2"
"EBP",390.689618396167,0.574663253714685,0.148726365012242,3.86389631500362,0.000111592604479771,0.00390543203600394,2.40833091557059,"EBP"
"EBPL",341.817445076246,0.0464333648159432,0.165136784505876,0.281181233817053,0.778571397503404,0.949622612871946,0.0224489523005395,"EBPL"
