"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"HLA-A",3420.22451402606,2.10647372676279,0.254257070425433,8.28481868070829,1.1828916190061e-16,4.04638208539256e-15,"HLA-A"
"TPK1",18.4989026802755,2.10353156123558,0.67948935133391,3.09575353477744,0.0019631346305171,0.00778323698715791,"TPK1"
"C1orf86",14.7494625568508,2.10204752110121,0.764736466145111,2.74872144086083,0.00598282070636389,0.0200073722225202,"C1orf86"
"DACT1",154.982210996912,2.10165048505675,0.297080781994324,7.07434008672059,1.50161614259999e-12,3.23000177385363e-11,"DACT1"
"PCDHGA7",61.7053537014584,2.10079227315346,0.454684936728544,4.62032520423626,3.83139019090225e-06,3.15536488726414e-05,"PCDHGA7"
"COL3A1",10872.8491033228,2.09817085940501,0.193080957359404,10.8667933290772,1.65930654001909e-27,1.29191774842836e-25,"COL3A1"
"MAN2A1",661.846542724829,2.09140537421875,0.238023221240657,8.78656024953212,1.54208994221379e-18,6.11583233019852e-17,"MAN2A1"
"SNX29P2",7.10923858323181,2.0895395806721,1.00580513484417,2.07747953185369,0.0377573224446564,0.089448978746525,"SNX29P2"
"AQP11",5.65284312701359,2.088021960855,1.22839994317634,1.69979001745628,0.089170429896327,0.176249680378491,"AQP11"
"VN1R1",10.7791253300435,2.08593764817737,0.816183932605753,2.55572005873455,0.0105968332662088,0.0320124758346717,"VN1R1"
"ABHD4",610.034359115818,2.08413753967878,0.263355835980978,7.91377009708386,2.49709239422976e-15,7.38708614805824e-14,"ABHD4"
"DYNC2H1",88.7128535554815,2.08197140373526,0.4086196643499,5.09513267563275,3.48497107302295e-07,3.56388137693266e-06,"DYNC2H1"
"RBMS3",628.65130726629,2.0815824393038,0.23734476511011,8.77029008134267,1.78206576508622e-18,7.04554411984711e-17,"RBMS3"
"ZNF610",17.8913278837416,2.08148943748373,0.720410420589032,2.88931056241778,0.00386087557422049,0.0138101386449922,"ZNF610"
"TXNIP",332.648991282769,2.08085371635908,0.252065486580581,8.25521075728023,1.51634421523333e-16,5.13171318280697e-15,"TXNIP"
"C1orf198",2075.07862063644,2.07838954775991,0.191406582097339,10.8585061442817,1.81697139342279e-27,1.40604780206882e-25,"C1orf198"
"VTN",14.6037291697501,2.07670777156529,0.711235440389195,2.91985980117765,0.00350188888829157,0.0127342326307474,"VTN"
"TSTD3",27.3754898048918,2.07652962834518,0.562908680476305,3.688928063053,0.000225200877295868,0.0011898519291265,"TSTD3"
"SNORA42",58.3428904643741,2.07556145505362,1.31740674837563,1.57549022548488,0.115143332884881,0.213960766845147,"SNORA42"
"TSPAN18",32.5376421534663,2.07297177744735,0.716586235582987,2.89284342136555,0.0038177156618587,0.0136711708421695,"TSPAN18"
"IFI27L1",9.18792634910006,2.07042365768523,0.95359571068956,2.17117551439915,0.0299179075139154,0.0740363536821811,"IFI27L1"
"FAM63B",142.780920267764,2.06874991925178,0.317456415546805,6.51664234187377,7.18985816544272e-11,1.27796204450467e-09,"FAM63B"
"CALD1",14886.7373267564,2.06698885129858,0.161318482160258,12.8130938477662,1.38500193947461e-37,2.19713245173403e-35,"CALD1"
"SNORA38",112.589573848682,2.06591787795138,1.24562295597068,1.65854191113672,0.0972081354323574,0.188523754373703,"SNORA38"
"ERCC6",235.380884085056,2.06411551039255,0.317347524314369,6.50427481623522,7.80690633812233e-11,1.38183331014101e-09,"ERCC6"
"TEX9",20.0196781600705,2.06265799874412,0.637440077185397,3.23584611725661,0.00121282748105076,0.00518464634457042,"TEX9"
"PODXL",1363.65679771107,2.05876886349081,0.198713097399125,10.3605091483007,3.74960733930228e-25,2.491427578172e-23,"PODXL"
"RAPH1",672.729722188482,2.05675025541784,0.303228437058262,6.78284093461411,1.17835355912875e-11,2.29363267161088e-10,"RAPH1"
"TMTC1",137.797260149789,2.04902978225342,0.312171141363683,6.56380270547262,5.24525933649055e-11,9.55058626103323e-10,"TMTC1"
"LPPR4",152.585728520597,2.04757978644988,0.268832629223649,7.6165597619716,2.60525996562129e-14,6.76142213163594e-13,"LPPR4"
"ANO3",28.3086784660572,2.04708450098366,0.542409776405231,3.77405531764291,0.000160615121866246,0.000883557222195285,"ANO3"
"LOC100303749",3.6987419820441,2.0454811515957,1.4512199549231,1.40949078370694,0.158690096755521,0.273409722770068,"LOC100303749"
"FER1L4",16.2611932280593,2.04427846819963,0.723593479948204,2.82517535722677,0.00472547466873651,0.016363164807895,"FER1L4"
"FLJ22447",5.27801983204069,2.0435024821663,1.21457192573067,1.682487828736,0.0924742831091409,0.181529950029096,"FLJ22447"
"CCDC69",24.3217577273883,2.04120354749591,0.587980021943385,3.47155255505,0.000517458032568783,0.0024790713066555,"CCDC69"
"TRANK1",49.450819346972,2.03980670222639,0.42075547250108,4.84796238086044,1.24736046804831e-06,1.14961885984031e-05,"TRANK1"
"SIX2",65.1208611105469,2.03900317074241,0.427571830114928,4.7687967895227,1.85329486919221e-06,1.63447985996653e-05,"SIX2"
"CCDC81",52.8908089012937,2.03787159182631,0.408658441713983,4.98673558113502,6.14080171918247e-07,5.99023171546078e-06,"CCDC81"
"PPP1R3C",214.538875930764,2.03739624990338,0.353827172993609,5.75816784410784,8.50317857634832e-09,1.14315507746225e-07,"PPP1R3C"
"RPS29",246.122397800655,2.03545332463019,0.261338788412445,7.78856187784049,6.77761780082374e-15,1.89043401121437e-13,"RPS29"
"PITPNM2",63.5029057714431,2.03295327514123,0.367360528778949,5.53394585395024,3.1310566707068e-08,3.80980251274592e-07,"PITPNM2"
"CCL13",10.7022529946738,2.03276595734755,0.897546982908766,2.2648017274369,0.0235248493873227,0.0613935098135257,"CCL13"
"SLC16A14",17.3900771988418,2.032387605954,0.670453376789428,3.03136306910171,0.00243452315658332,0.0093597495850345,"SLC16A14"
"IDUA",116.760664383645,2.02988883253732,0.349074174351145,5.81506448109618,6.06105178718436e-09,8.29782181565876e-08,"IDUA"
"STAT1",6627.01280320822,2.02831412665594,0.208147520882004,9.74459901353216,1.94545391833341e-22,1.06421360679178e-20,"STAT1"
"SHBG",5.19587947362501,2.02406803386422,1.30050335752278,1.55637278608776,0.119619472561757,0.219981267393314,"SHBG"
"TMEM59L",69.8473921125156,2.02228729168878,0.407552035840473,4.96203457190029,6.97585748581402e-07,6.72724979881958e-06,"TMEM59L"
"IGFBP2",695.610910151094,2.01969004654009,0.336779794849368,5.99706418683295,2.0091666131236e-09,2.94778421816781e-08,"IGFBP2"
"NEO1",342.162410776869,2.01415107165317,0.345240693942056,5.83404884474951,5.40982732400764e-09,7.46262158358489e-08,"NEO1"
"FAM19A5",313.599960893277,2.0137687118228,0.427252798184394,4.71329554863137,2.43742271457392e-06,2.09008997774714e-05,"FAM19A5"
"ADAMTSL1",1788.93538123706,2.01004590331287,0.18137340119146,11.0823631806466,1.52785812314034e-28,1.28410910203802e-26,"ADAMTSL1"
"LTBP2",1303.2024157335,2.00778869791814,0.202633838328837,9.9084571188938,3.82507270199798e-23,2.20654534822983e-21,"LTBP2"
"TLCD2",87.782126776132,2.00548288900917,0.398378709772908,5.03411161242119,4.80069920407146e-07,4.79729713376936e-06,"TLCD2"
"IL1B",21.2837846053857,2.00460905304164,0.808239666943462,2.48021612280243,0.0131302770098487,0.0382105814106833,"IL1B"
"CDO1",29.7683627831085,2.00459143254053,0.535504186905846,3.74337209970869,0.000181567042308201,0.000985150634430688,"CDO1"
"MOXD1",2062.4347893123,1.99854864884067,0.199126723960393,10.0365667103437,1.05274691406798e-23,6.39254118968266e-22,"MOXD1"
"KIAA1324L",16.8362254398397,1.99656942904567,0.710044128008785,2.81189485313364,0.00492506002368472,0.0169096691267455,"KIAA1324L"
"SDK1",8.37989832890585,1.9956612469363,0.932409928999942,2.14032603564909,0.0323284273284445,0.0786881609561353,"SDK1"
"AKR1C1",70.1767867818347,1.99553073335086,0.364472529760645,5.47511971522616,4.37215930446134e-08,5.19055881505321e-07,"AKR1C1"
"HHIPL2",5.09859342404408,1.99410401844359,1.15137741693347,1.73192906957876,0.0832861922198579,0.166953888084381,"HHIPL2"
"NALCN",26.2180286599824,1.99374509147596,0.573585758276354,3.47593199919613,0.000509081350718405,0.00244388213858932,"NALCN"
"BBS10",25.7697681467482,1.98984688094662,0.531417103900189,3.74441632823387,0.000180813619767556,0.000981627822869375,"BBS10"
"APOL3",112.130072737706,1.98746319483958,0.379776255219664,5.23324764917182,1.6655734482219e-07,1.78528653981285e-06,"APOL3"
"KCNK6",44.536637492424,1.98645419023287,0.443588607406424,4.47814519369033,7.52943856344367e-06,5.83370603227494e-05,"KCNK6"
"TMEM159",191.409283845367,1.98644074333669,0.250385439333498,7.93353139313696,2.1300068766288e-15,6.36045112265789e-14,"TMEM159"
"ADAMTS5",182.026803432085,1.98314993841201,0.283733399252079,6.98948359142629,2.7589987905822e-12,5.78751300021136e-11,"ADAMTS5"
"PDE4DIP",460.923687731029,1.97939139661631,0.254986571992708,7.7627279787616,8.31217698102878e-15,2.28332982827351e-13,"PDE4DIP"
"FBN1",9409.97768262202,1.97662110999623,0.237337232685183,8.32832290000668,8.19956162323284e-17,2.85097634412186e-15,"FBN1"
"NEK6",46.3592015934931,1.97514783862546,0.429740225415439,4.59614372081656,4.30381893809951e-06,3.49454677820991e-05,"NEK6"
"ARRDC3",171.975281481452,1.97263193955971,0.285938369762136,6.89880109899445,5.24432369385722e-12,1.06489139197987e-10,"ARRDC3"
"CTSO",58.0099506035858,1.97145034128437,0.410574289369007,4.80168971202314,1.57332354245955e-06,1.42418324374851e-05,"CTSO"
"TRPC4",179.194944492281,1.96666049873202,0.267462288879192,7.35303846749148,1.93751147217549e-13,4.56195882994047e-12,"TRPC4"
"ARHGAP26",6.61192540751104,1.96367785031718,1.04167736985703,1.88511136666691,0.0594148037422907,0.127802249880239,"ARHGAP26"
"FBLN2",155.587269624784,1.9632026077615,0.355039594894508,5.52953145506156,3.2108722589677e-08,3.90317814545584e-07,"FBLN2"
"LOC100192204",5.09713193869202,1.95775762645134,1.18608266252547,1.6506080801171,0.0988186279119651,0.190680736936407,"LOC100192204"
"NOV",538.502814743892,1.95774443931243,0.232978663835778,8.40310613461328,4.34821367343583e-17,1.54142960138475e-15,"NOV"
"CPQ",221.315791447,1.95738811827575,0.244569327697971,8.00340801808562,1.21022092068676e-15,3.69204656356627e-14,"CPQ"
"PEX11G",10.0362858251036,1.95637648294079,0.892085031386838,2.19303812317017,0.0283046324892259,0.071011790240808,"PEX11G"
"PTCHD4",16.5265717731678,1.95315368131753,0.667908672152619,2.92428255950423,0.00345251194223767,0.0126052442632158,"PTCHD4"
"PDCD4",944.631059698913,1.95136191653247,0.210978196187189,9.24911650491665,2.26355870409849e-20,1.0840310759892e-18,"PDCD4"
"FNDC4",157.983351221002,1.94968239099218,0.32750230003444,5.95318686551866,2.62970746688936e-09,3.78385685513524e-08,"FNDC4"
"RASAL2-AS1",6.78012917907303,1.94858544597403,1.08046768680502,1.80346480489024,0.0713152480010691,0.147741072866727,"RASAL2-AS1"
"PTGES",443.312229308645,1.94825056923806,0.266063418756441,7.3225044553063,2.4338523313807e-13,5.69889666744511e-12,"PTGES"
"DPP4",171.497698298002,1.94759731686611,0.351464012245746,5.54138474781975,3.00089055304207e-08,3.66547661296024e-07,"DPP4"
"IL17B",6.64532800891378,1.94717611075113,1.03258643787269,1.88572698549349,0.0593317544813609,0.127675072076424,"IL17B"
"RGS4",16.7216892329933,1.94652257755648,0.702030556543074,2.77270349476169,0.00555927487564677,0.0187640312358599,"RGS4"
"OPLAH",43.049169466044,1.94517102741739,0.467800335879018,4.15812234029786,3.20874174505941e-05,0.00021387679352179,"OPLAH"
"SNORA50",172.585902440795,1.94515949270309,0.818840757997164,2.37550399599165,0.0175250026423802,0.0484131059064969,"SNORA50"
"ADAM12",350.620571963737,1.94464614316953,0.22722890661873,8.55809312339154,1.14749659969903e-17,4.25815185578373e-16,"ADAM12"
"TMEM171",41.6541671478189,1.94270935974716,0.438106044900291,4.43433589278436,9.23565385688176e-06,7.031174750911e-05,"TMEM171"
"SORBS3",38.0958085612542,1.93942437463251,0.544806780842174,3.55983890588605,0.000371082359668555,0.0018453786154207,"SORBS3"
"PHKA1",11.7393928356156,1.9374836861289,0.792573102679595,2.44454887451832,0.0145033428382693,0.0415208490774814,"PHKA1"
"VPS13D",156.124694698532,1.93471888290753,0.321730203410605,6.01348229789407,1.81579767515358e-09,2.68581448664034e-08,"VPS13D"
"PRELP",166.548127812181,1.9300644055935,0.405044254352898,4.76507044564052,1.88787679870402e-06,1.66036344091148e-05,"PRELP"
"C6orf132",174.0800110356,1.92889732403894,0.394150597101461,4.89380794605878,9.89033594450175e-07,9.33915576426129e-06,"C6orf132"
"TMEM132B",23.0536501475333,1.9286740600089,0.575218799346717,3.35293989382705,0.000799580686347133,0.00362928415251483,"TMEM132B"
"RUNX3",39.4582221730683,1.92712809606501,0.460869371750216,4.18150611472937,2.89584461814064e-05,0.000195588951829818,"RUNX3"
"HCN2",38.5291706075614,1.92705136615668,0.528485942871217,3.64636258002848,0.000265978612648301,0.00137384394510362,"HCN2"
"WNT16",13.2294270655789,1.92674760013744,0.758676458380126,2.53961695905432,0.0110973933370102,0.0333263177567433,"WNT16"
"SOX6",9.8047084967214,1.92555723019868,0.935323471736583,2.05870726907298,0.0395222894615833,0.0926579999430238,"SOX6"
"TLR3",9.76986664090069,1.92466399068209,0.900189600407228,2.13806512518186,0.0325114579401887,0.0790427035860029,"TLR3"
"APOBEC3D",8.11854112095153,1.92394859895457,1.03131540819187,1.86552880299509,0.0621073187714177,0.132315592165194,"APOBEC3D"
"SYT1",36.6812014284622,1.92340548930699,0.578182046540256,3.32664340032058,0.000878987799432819,0.00393066742868284,"SYT1"
"SOD3",643.0918093977,1.91736800637081,0.255461397168739,7.50550974675962,6.11900176328675e-14,1.51672365972407e-12,"SOD3"
"PCSK5",19.5449129535419,1.91582621613827,0.837653802864826,2.28713366976433,0.0221880221594153,0.0585300746674578,"PCSK5"
"ZNF502",11.493068046251,1.91509098681889,0.854489036473354,2.24121188812773,0.0250123531620971,0.0644924368102751,"ZNF502"
"CCL26",4.9288260645756,1.91418006647865,1.20536630290948,1.58804843130114,0.112275387972689,0.209819901157619,"CCL26"
"CDR1",3371.44730809405,1.91005439612611,0.304492752547038,6.27290593995678,3.54371005893663e-10,5.75105170817964e-09,"CDR1"
"FSCN2",48.9532616278252,1.9083030662708,0.477944467574433,3.99272969086856,6.53170123349759e-05,0.000400259876167638,"FSCN2"
"PLCH2",6.4308180422976,1.90787539083907,1.16889627355809,1.63220247510204,0.102636839555598,0.196252533350204,"PLCH2"
"CYP4V2",114.208193764402,1.9041734604582,0.291726439152862,6.527257063116,6.69850284542189e-11,1.19902256151268e-09,"CYP4V2"
"TMEM229B",6.37685872388671,1.90133473089089,1.09194253314566,1.74124065431681,0.0816414038359688,0.164227461734392,"TMEM229B"
"CDON",17.6050978372802,1.89810623382905,0.671599763115921,2.82624613359406,0.00470970595846549,0.0163263803110859,"CDON"
"CYS1",27.6179917222972,1.88928412132954,0.568311895766487,3.32437898168831,0.000886156839660498,0.00395575675417917,"CYS1"
"PTK2B",224.938733584443,1.8879121578618,0.275148993426896,6.86141764266857,6.81805081696687e-12,1.36050130374413e-10,"PTK2B"
"CTH",16.5338102430625,1.88758498665018,0.701544013427514,2.69061520093096,0.00713204061165119,0.0231135667524171,"CTH"
"C4B",12.6066534782352,1.88756275042298,0.805928420481163,2.3420972662759,0.0191757167878765,0.051999790973278,"C4B"
"IFT140",133.8938702284,1.88752172407683,0.29503173902102,6.39769039880265,1.57744720932035e-10,2.68716544073618e-09,"IFT140"
"ACYP2",99.2327280108392,1.88377627529614,0.313783787624141,6.00342130343771,1.93202430803941e-09,2.84117271069852e-08,"ACYP2"
"ARHGAP20",83.2853343196405,1.88308303163002,0.474909380816896,3.96514178850481,7.33523318407115e-05,0.000443081600852199,"ARHGAP20"
"SOS1",184.399640091361,1.88117239936144,0.434428596610746,4.33022230589253,1.48958885616083e-05,0.000107350211093339,"SOS1"
"C19orf12",19.4293353367253,1.87989220232393,0.637147420622558,2.95048232399197,0.00317278198432869,0.0117187939939218,"C19orf12"
"HTR7P1",33.630263605224,1.87974028137896,0.468033447748461,4.01625202305885,5.9131020849691e-05,0.000366779953862868,"HTR7P1"
"PCDHGA10",53.579614949965,1.87576663918266,0.570877751330009,3.28575887711962,0.00101708033933909,0.00446326645454784,"PCDHGA10"
"SERPINF1",140.883997476331,1.87451873403277,0.274099655945726,6.8388219152086,7.98470687433393e-12,1.57840989006498e-10,"SERPINF1"
"WDR66",17.4362662921725,1.87440826539479,0.654077525155235,2.86572798071593,0.00416051577091586,0.0147160272153548,"WDR66"
"ZNF154",30.3492337445628,1.87324749460597,0.513135873055573,3.65058767661542,0.000261640975239629,0.00135474729366223,"ZNF154"
"NOMO3",821.927660665128,1.87295805664061,0.23347213114272,8.02219111751581,1.03875354472139e-15,3.23108363628902e-14,"NOMO3"
"MYO1E",1478.35471904631,1.87265592707659,0.189509539732966,9.88159186980939,5.00317132998564e-23,2.83460925664499e-21,"MYO1E"
"ZMYND12",6.51493437801844,1.87258935934768,1.07741017970374,1.73804684104859,0.0822025605352817,0.165178371674729,"ZMYND12"
"PLSCR4",303.91863928446,1.87157986734868,0.225678813123121,8.29311286003452,1.10322573704711e-16,3.79431919481431e-15,"PLSCR4"
"HSPB6",5765.2624140861,1.86895388922427,0.372968950060515,5.01101737536336,5.41430252115256e-07,5.33071476306804e-06,"HSPB6"
"IL12A",13.0566393419838,1.86871616079097,0.791754082078918,2.36022295696192,0.0182639545244049,0.0499758186436444,"IL12A"
"ROBO2",57.3189753587147,1.86776952451544,0.448055019686862,4.16861644764251,3.06454183540853e-05,0.000205669489334583,"ROBO2"
"RDH5",426.263491329788,1.86217522655167,0.313759718993949,5.93503599672585,2.93781036023121e-09,4.17979274458456e-08,"RDH5"
"SLC43A2",145.897963288645,1.86094108661644,0.283273187372147,6.56942192051394,5.05109722575793e-11,9.22352156720775e-10,"SLC43A2"
"EPDR1",576.11740602851,1.86061744908882,0.206442127326567,9.01277986806224,2.0089825252719e-19,8.49866574274188e-18,"EPDR1"
"DES",85.6803550873365,1.86026451486035,1.08536836515023,1.71394760948544,0.0865383481459572,0.17211380290242,"DES"
"CSF1R",3.15580348445949,1.8598638382882,1.45431241793136,1.27886127860594,0.200945910290321,0.327546170326479,"CSF1R"
"ZC3H6",38.3829553670974,1.85939572691038,0.524087084311188,3.54787550117591,0.000388351742421833,0.00191847877114655,"ZC3H6"
"MAP3K8",21.8825921277523,1.85911534286062,0.593138913261284,3.13436751711088,0.00172225003590719,0.00696750883190886,"MAP3K8"
"PCDHB14",8.24378533611997,1.85904148292374,1.03826844793832,1.79052102239572,0.0733701907735189,0.151088003075926,"PCDHB14"
"LOC100271722",6.37899094236037,1.85828565164907,1.02848697902348,1.8068149520118,0.070791136602773,0.146895080874067,"LOC100271722"
"TEK",66.5782738946536,1.85480882763889,0.420096355743037,4.41519856642944,1.00917313145581e-05,7.62800250822253e-05,"TEK"
"CARD16",14.1243840769741,1.85394189837878,0.805721190984906,2.30097199766155,0.021393213931724,0.0568589063890071,"CARD16"
"SNORA9",563.343808821302,1.85392877921102,0.915092312199656,2.02594727820916,0.0427701876361024,0.098908323744491,"SNORA9"
"CYP11A1",4.71365860320938,1.85151987488667,1.31923725358724,1.40347755481591,0.160474480508673,0.275623444598129,"CYP11A1"
"TTC3",350.070004104963,1.85105905082131,0.326510732614946,5.66921349260595,1.434545214748e-08,1.86918001235799e-07,"TTC3"
"DAAM1",204.429814539848,1.84851657650497,0.23733669468688,7.78858313057632,6.7764780785994e-15,1.89043401121437e-13,"DAAM1"
"ANKRD42",90.899819540421,1.84668820231291,0.329121040477543,5.6109697503187,2.01195935834823e-08,2.55082679488485e-07,"ANKRD42"
"DRP2",14.1109295922026,1.84517517779698,0.761420083197874,2.42333400249631,0.0153787798873874,0.0435943925733377,"DRP2"
"ZFHX4",207.037040009701,1.84086741678539,0.335507222606924,5.48681903918989,4.09235976659126e-08,4.87663265707133e-07,"ZFHX4"
"MGC57346",163.82617299745,1.83763886637479,0.306582939285437,5.99393714033089,2.04820570767608e-09,2.9981290237736e-08,"MGC57346"
"MUC1",67.1196271452342,1.83734260062956,0.383866037716352,4.78641614548672,1.69785829135606e-06,1.51743095602816e-05,"MUC1"
"GDPD5",88.92089722248,1.83714434822232,0.371011543649554,4.9517174860673,7.35613458287543e-07,7.06177791159395e-06,"GDPD5"
"ADAMTS7",971.924304063775,1.83536254525694,0.336211212653467,5.45895697758494,4.78939785353184e-08,5.64366278172447e-07,"ADAMTS7"
"GLYATL2",20.0151101143063,1.83349172543074,0.623793370478302,2.93926131985802,0.00328995557825947,0.0120812575936606,"GLYATL2"
"NNMT",979.274942047848,1.83317584713688,0.21668064596495,8.4602657471928,2.66768905690467e-17,9.56374062745119e-16,"NNMT"
"CAPS2",4.7882943625047,1.83314902249519,1.1709854475202,1.56547549448822,0.117471458943623,0.21730500645057,"CAPS2"
"SNTB1",499.325898205916,1.83291494985164,0.209437310072192,8.75161617201748,2.10318684115147e-18,8.26363597555828e-17,"SNTB1"
"NPAS1",122.863401980426,1.83227442678949,0.281765569043415,6.50283295084636,7.88213101850356e-11,1.39320508016474e-09,"NPAS1"
"ZNF84",69.937841544872,1.8313802363558,0.407565015305078,4.49346771087538,7.00726503875438e-06,5.46920052932545e-05,"ZNF84"
"GAD1",4.79389399150186,1.83076097088336,1.20815229332504,1.51533956521723,0.129686433553527,0.234363789311235,"GAD1"
"VEGFA",573.181986733834,1.83054948597195,0.231223389053898,7.91680068985257,2.43699926942468e-15,7.24308143519171e-14,"VEGFA"
"WIPI1",387.608660793723,1.82935057393172,0.27674566179831,6.6102231270564,3.83741191255191e-11,7.09921203822104e-10,"WIPI1"
"SLC13A4",4.72547763160177,1.82899358952238,1.20147811260629,1.52228623254307,0.127937376201042,0.231817995626417,"SLC13A4"
"CTRB2",4.68158658424422,1.82592635347505,1.21152405622098,1.50713173551876,0.13177689367505,0.237217100373059,"CTRB2"
"WDR19",52.8223429619846,1.8258072770574,0.474563856761738,3.8473374047406,0.000119408472201301,0.000681390701756613,"WDR19"
"LGR4",251.607367868911,1.82561390039227,0.317601174640633,5.74813333879498,9.02340698899135e-09,1.20925087747929e-07,"LGR4"
"BANK1",6.45855991191091,1.82557215420637,1.16269172486074,1.57012569640936,0.116385871514246,0.215911868935433,"BANK1"
"ZNF521",89.4788201928358,1.82385249032997,0.323684379160022,5.63466329472853,1.7540069229309e-08,2.25761682139108e-07,"ZNF521"
"KLHL35",26.3319608069867,1.82296741908615,0.560622847704049,3.25168235035703,0.00114724157873752,0.00494217341335975,"KLHL35"
"KIAA1199",9903.24665437595,1.81880456124852,0.186878856016306,9.73253261508524,2.19069517625649e-22,1.18812446503723e-20,"KIAA1199"
"SYT15",137.129461162565,1.81780473733237,0.323357722871673,5.62165245718836,1.89139476365792e-08,2.4148582440224e-07,"SYT15"
"TMEM14E",21.4276297899229,1.81760517567156,0.596680987404693,3.04619254516114,0.00231759368808376,0.00895711299993749,"TMEM14E"
"C1R",780.589058133673,1.81519025332789,0.235126126625097,7.72007041234582,1.16265460140701e-14,3.15283109967018e-13,"C1R"
"CCNYL1",223.372831208511,1.81374204596248,0.262592041932455,6.90707164091826,4.94760115520683e-12,1.00786526903258e-10,"CCNYL1"
"TBC1D8B",45.9737099143912,1.81146767352288,0.446743529249632,4.05482688594391,5.0171444961479e-05,0.000319320866602873,"TBC1D8B"
"ATP7B",50.9168535293197,1.81118119097757,0.434237942463663,4.17094181291892,3.03343318459905e-05,0.000204013251434799,"ATP7B"
"PLAG1",36.323368045283,1.81074515140343,0.494632316305204,3.6607902308715,0.000251438556806545,0.00130971030577463,"PLAG1"
"SAMD9",107.162793164709,1.81019024362488,0.311515446940941,5.81091647749998,6.21317578958519e-09,8.47864666081996e-08,"SAMD9"
"ENPEP",24.5115455067436,1.8086989903471,0.622748948366429,2.90437903603307,0.00367982368305421,0.0132723024063437,"ENPEP"
"NBEA",38.6858680192571,1.80530267896141,0.469797656342118,3.84272389312803,0.000121676328697116,0.000692885762947358,"NBEA"
"NEK11",35.2993080060318,1.80390092266485,0.483464531863177,3.73119599014424,0.000190572887316039,0.00103049020576389,"NEK11"
"DENND2C",26.344542599557,1.80033416796205,0.575002403288151,3.13100285784344,0.00174210465226185,0.00703437802795265,"DENND2C"
"CD59",12.0655977793932,1.79842539997634,0.749792673343963,2.39856358152398,0.0164595186845265,0.0460917368987922,"CD59"
"FAP",815.400105946729,1.79639490616592,0.218001783903613,8.24027617572238,1.71813596680624e-16,5.79916583902607e-15,"FAP"
"SSPN",63.591474737368,1.79462258413563,0.385675387551304,4.65319447924818,3.26831723041167e-06,2.73242516279015e-05,"SSPN"
"METTL20",7.5778268728969,1.79389668249129,1.01416980611846,1.76883266655027,0.0769218035609856,0.156722209106056,"METTL20"
"FLRT2",254.888419055645,1.78950703701968,0.222909401585121,8.02795675864004,9.91093978958622e-16,3.09041122529825e-14,"FLRT2"
"C6orf170",29.030358994975,1.78789009651804,0.558629410914074,3.20049403341037,0.00137192209851955,0.00573298101821259,"C6orf170"
"PODNL1",127.208522282402,1.78739241400921,0.276453738928906,6.46543042222649,1.01010873417184e-10,1.76089147601303e-09,"PODNL1"
"UBAC2",138.2163260151,1.78715294953582,0.421197544295003,4.24302794197706,2.20523965694401e-05,0.000152599217482423,"UBAC2"
"CREBRF",182.464100229087,1.78541341506535,0.306354370326554,5.82793518878877,5.61173627918011e-09,7.71598538668199e-08,"CREBRF"
"KLHDC1",5.84631249487391,1.78437321221228,1.07917450079558,1.65346124366061,0.0982370274940606,0.189991788468016,"KLHDC1"
"LRP5",690.182698700208,1.78416595800536,0.284810839057624,6.26438924834733,3.74289464062799e-10,6.03571485186909e-09,"LRP5"
"FARP2",81.8505241777719,1.78341613705292,0.413539558389103,4.31256478582126,1.61371574998575e-05,0.000115313437967732,"FARP2"
"VWCE",6.14503536930886,1.7812079554653,1.07637649794092,1.65481869854341,0.0979612798610126,0.189545144490945,"VWCE"
"CDKN2B",54.1276513498187,1.7763649179172,0.417772598371742,4.25199001763289,2.11879306979033e-05,0.00014717899752988,"CDKN2B"
"ELOVL2",8.94000113647806,1.77565916652305,0.864149314834537,2.05480596471114,0.0398977498717299,0.0933694161206204,"ELOVL2"
"LOX",21071.5954288428,1.76931132597522,0.228144529812106,7.75522133900111,8.81895247328735e-15,2.41209753962262e-13,"LOX"
"C5orf63",3.08786061675033,1.76890627446952,1.44379364305507,1.22517943127005,0.22050762250006,0.350421016422272,"C5orf63"
"CACNA2D3",4.40562819351465,1.76851826804311,1.19947963540525,1.4744045799874,0.140372692049428,0.248912929271943,"CACNA2D3"
"FKBP9L",12.1203089096057,1.7682893913918,0.765713571969915,2.30933531299779,0.0209249815426312,0.0557779753744029,"FKBP9L"
"PORCN",425.03805776787,1.76798011285424,0.250263529753533,7.06447365541197,1.61225926103378e-12,3.46212898168861e-11,"PORCN"
"DGKI",42.5015707464623,1.76721591873265,0.497354650958521,3.5532309094261,0.000380530286609379,0.00188571256046842,"DGKI"
"SCARNA10",232.650702463467,1.76700113163269,0.92025906302686,1.92011271893457,0.0548436630676438,0.120127878493522,"SCARNA10"
"FAM180A",952.339235951529,1.76657888000745,0.224967553346355,7.8525940907028,4.07518940044713e-15,1.17809176950056e-13,"FAM180A"
"CCDC68",4.39228226259827,1.76583093630255,1.22974861447847,1.43592838041247,0.151022721807019,0.263583747988378,"CCDC68"
"MXRA5",172.650241015774,1.76567661227132,0.361386372783636,4.88584170640113,1.02987918765351e-06,9.68162723741533e-06,"MXRA5"
